5127	10
1399	10
933	10
466	10
466	10
466	10
466	10
466	10
467	10
466	10
466	10
932	10
933	10
466	10
466	10
466	10
467	10
466	10
466	10
466	10
467	10
466	10
932	10
466	10
467	10
466	10
466	10
466	10
466	10
466	10
932	10
466	10
467	10
466	10
466	10
467	10
466	10
466	10
932	10
467	10
466	10
466	10
466	10
466	10
466	10
932	10
466	10
932	10
466	10
466	10
467	10
466	10
466	10
466	10
466	10
466	10
466	10
467	10
466	10
466	10
466	10
467	10
466	10
466	10
467	10
466	10
466	10
466	10
467	10
466	10
466	10
466	10
466	10
466	10
466	10
467	10
466	10
466	10
466	10
466	10
466	10
466	10
466	10
466	10
466	10
466	10
466	10
466	10
466	10
466	10
466	10
466	10
466	10
932	10
466	10
466	10
466	10
467	10
466	10
466	10
